Name,Team,AB,H,1B,2B,3B,HR,BB,IBB,SO,HBP,SF,SH,AVG,BB%,K%,OBP,SLG,wOBA,OPS,ISO,BABIP,wRC+,TBF,NameASCII,PlayerId,MLBAMID
"Chris Campos","LAD",1.992210865020752,0.5416184067726135,0.3519133925437927,0.10443657636642456,0.007828309200704098,0.07744012027978897,0.1512587070465088,0.0009550382383167744,0.34874722361564636,0.01848241686820984,0.027117179706692696,0.005327687598764896,0.2718680117061663,0.06892951702238828,0.1589262407177253,0.324959823507347,0.44876371758398037,0.33304442710863175,0.7737235410913273,0.17689570587781406,0.29136050962128446,113.49218756509549,2.194396734237671,"Chris Campos","sa3020396",702318
"Owen White",,2.2807955741882324,0.6060693860054016,0.4176875352859497,0.1091720312833786,0.008068582974374294,0.07114124298095703,0.21364830434322357,0.007646455895155668,0.4403732120990753,0.030887233093380928,0.02593396231532097,0.006324756424874067,0.26572718434930775,0.08353500900971446,0.1721828794916899,0.33340515343955895,0.414242437766886,0.3254141243457214,0.747647591206445,0.14851525341757826,0.2979744034905677,108.25061190582595,2.5575900077819824,"Owen White","22273",669391
"Tommy Molsky","KCR",2.2815887928009033,0.6112080216407776,0.41319218277931213,0.11246155947446823,0.008311673067510128,0.07724262028932571,0.32500922679901123,0.008185244165360928,0.4411807358264923,0.029982127249240875,0.028137046843767166,0.0066060409881174564,0.2678870195932423,0.12166600234087821,0.1651543772048372,0.3625898380420676,0.4260280402652305,0.34506506444541046,0.7886178783072981,0.1581410206719882,0.29808779157138443,121.74966856304921,2.671323299407959,"Tommy Molsky","sa3025642",701695
"Alexander Cornielle","NYY",1.9762468338012695,0.5318788290023804,0.3399682939052582,0.10397280752658844,0.007796516176313162,0.08014117926359177,0.21151113510131836,0.0008072401396930218,0.36293870210647583,0.028514524921774864,0.028098126873373985,0.005459323059767485,0.26913582853378826,0.09401205175112604,0.16131827777566424,0.3439291540830728,0.45129391697809923,0.34413272751090707,0.7952230710611721,0.18215808844431097,0.28934077609678116,121.10920713786365,2.2498300075531006,"Alexander Cornielle","sa3011779",529017
"Tyler Ferguson","ATH",124.26688385009766,30.072446823120117,20.143829345703125,5.680252552032471,0.416326642036438,3.832037925720215,14.194893836975098,0.5258466005325317,32.3288459777832,1.6262282133102417,1.5011980533599854,0.3546428382396698,0.24199888088765723,0.10000358642772127,0.22775799382355066,0.3241318376816274,0.38692099285887466,0.31177421084246143,0.7110528305405021,0.14492211197121743,0.29283818134133943,98.88078205310332,141.94384765625,"Tyler Ferguson","19481",621053
"Alexander Campos","TBR",2.2730281352996826,0.6594952940940857,0.43447792530059814,0.1237105131149292,0.009172090329229832,0.0921347513794899,0.2887403070926666,0.006592152640223503,0.30616649985313416,0.023849958553910255,0.03216313570737839,0.006464774254709482,0.2901395208674511,0.11002789662508573,0.11666835273224846,0.37133945141323704,0.47423708105310586,0.364906013089325,0.8455765324663429,0.18409756018565476,0.29753186436085494,135.3792500751061,2.62424635887146,"Alexander Campos","sa3022221",814226
"Joe Record",,2.1794497966766357,0.5659962892532349,0.3955424427986145,0.10153493285179138,0.007531461771577597,0.06138746812939644,0.21887044608592987,0.005952579900622368,0.46530774235725403,0.02227010764181614,0.022580159828066826,0.006030125077813864,0.2596968694192003,0.08936403305968874,0.18998351405843766,0.33036451594374733,0.39769512821823266,0.31858560249535944,0.72805964416198,0.13799825879903238,0.30119880359623435,103.55981325316598,2.4492006301879883,"Joe Record","sa3008619",682489
"Thomas Pannone","MIL",2.4509425163269043,0.6654698848724365,0.43760591745376587,0.12839382886886597,0.008824490010738373,0.09064564108848572,0.18585120141506195,0.027194518595933914,0.45640960335731506,0.01573198288679123,0.030300846323370934,0.0005641254247166216,0.2715159088552352,0.0692598387323771,0.1700869043823894,0.32318640582982167,0.44205427192203733,0.3263327872444508,0.765240677751859,0.17053836306680215,0.29719148741207535,108.8816800611369,2.6833906173706055,"Thomas Pannone","17281",623381
"Alfredo Romero","CHC",2.0438308715820312,0.587633490562439,0.3880605101585388,0.1110212504863739,0.008311021141707897,0.08024071156978607,0.30594366788864136,0.001679864595644176,0.2772858738899231,0.024021519348025322,0.027275796979665756,0.005854524672031403,0.28751571313118496,0.1271096900651892,0.11520330436265852,0.3821621063039787,0.46774854716601955,0.369182511640133,0.8499106534699983,0.1802328340348346,0.29610100163754893,138.31695666517425,2.406926393508911,"Alfredo Romero","sa3018345",801252
"Anthony Garcia",,2.315580129623413,0.654400646686554,0.4439518451690674,0.1193355917930603,0.008819710463285446,0.08229348063468933,0.3784767687320709,0.008448410779237747,0.35703709721565247,0.02715217135846615,0.029182307422161102,0.006818433757871389,0.2826076447602702,0.1372680351618598,0.12949217723157339,0.38541045306826976,0.44837838665192514,0.3640727426356905,0.8337888397201949,0.16577074189165492,0.30025065619166075,134.80684157926117,2.7572097778320312,"Anthony Garcia","sa3019661",805817
"Alex Garbrick",,2.3024649620056152,0.6328120827674866,0.42294564843177795,0.11751306802034378,0.00868501327931881,0.08366835862398148,0.3241581916809082,0.008241876028478146,0.4063061475753784,0.026345835998654366,0.030184999108314514,0.006651747040450573,0.2748411347012469,0.12051360666230392,0.1510540856594341,0.3664777029398925,0.44243898413940924,0.352174603290346,0.8089166870793018,0.16759784943816236,0.2980143479302841,126.63350960005044,2.689805746078491,"Alex Garbrick","sa3017465",687885
"Norwith Gudiño",,2.0824801921844482,0.5795880556106567,0.3796275556087494,0.11064653098583221,0.008264465257525444,0.08104953914880753,0.17843560874462128,0.0026286242064088583,0.3400571346282959,0.021066492423415184,0.028422677889466286,0.005650853738188744,0.2783162393504878,0.07704288070031609,0.14682596954039234,0.3372093492163392,0.45614463633951585,0.3416775789680415,0.7933539855558551,0.17782839698902803,0.29502878368077556,119.42266241715762,2.3160557746887207,"Norwith Gudino","sa872808",660508
"Michael Plassmeyer","TOR",3.0585193634033203,0.8351121544837952,0.5134924054145813,0.17398567497730255,0.011915378272533417,0.13571865856647491,0.25306835770606995,0.00394754484295845,0.5684812664985657,0.03746459260582924,0.043079134076833725,0.004205120261758566,0.2730445863695749,0.07451215554526598,0.16738072249676172,0.33184006048125864,0.4708436839354368,0.3440312186315915,0.8026837444166954,0.1977990975658619,0.2917301711799881,121.03947642237924,3.396336555480957,"Michael Plassmeyer","23191",674681
"Eli Jones","MIN",2.0271027088165283,0.589400589466095,0.41259244084358215,0.10605999082326889,0.0079465601593256,0.06280160695314407,0.24701888859272003,0.0012193925213068724,0.2646343410015106,0.02552543208003044,0.0213081743568182,0.005652223248034716,0.29076010154917176,0.10617127823654027,0.11374258223523925,0.3713750738103436,0.44386430291239354,0.35598890164831865,0.8152393767227372,0.15310420136322178,0.30598875773053236,129.2537114520036,2.3266074657440186,"Eli Jones","sa3034868",801796
"Baldemix Cabrera",,2.1523263454437256,0.6406397223472595,0.4162507653236389,0.12185320258140564,0.009085535071790218,0.09345021098852158,0.42287591099739075,0.003931162878870964,0.25007379055023193,0.024163702502846718,0.03155648708343506,0.006450908724218607,0.2976499003989029,0.16033979238372706,0.09481925693725136,0.41342128404045325,0.49296177687086173,0.39276634387245696,0.906383060911315,0.19531187647195886,0.2973276201059427,154.51768222250402,2.637373447418213,"Baldemix Cabrera","sa3020994",808002
"Carlos Canales","MIL",2.3411738872528076,0.6916874051094055,0.46142879128456116,0.1273309737443924,0.009410623461008072,0.09351703524589539,0.5334437489509583,0.009024438448250294,0.28099560737609863,0.03101208247244358,0.032288242131471634,0.007283327169716358,0.2954446950205176,0.18112301233620468,0.09540794312668835,0.4275623939435917,0.47770511888474015,0.3950467407688716,0.9052675128283318,0.18226042386422253,0.2992423639640697,156.08418269268483,2.9452013969421387,"Carlos Canales","sa3024076",815766
"Sam Bachman","LAA",137.2180633544922,35.31269454956055,24.776216506958008,6.309581279754639,0.4646996259689331,3.7621967792510986,14.698516845703125,0.5025784969329834,30.345823287963867,1.6479527950286865,1.4207137823104858,0.3858976662158966,0.25734727401255436,0.0946026105426577,0.19531182174661307,0.33331665603271143,0.39235552335621815,0.3182868987147153,0.7256721793889296,0.1350082493436638,0.3018298025843801,103.35462107212088,155.37115478515625,"Sam Bachman","29754",696147
"Jake McSteen",,2.2825591564178467,0.6220597624778748,0.396849125623703,0.12479688972234726,0.00857959222048521,0.09183414280414581,0.23871590197086334,0.027685998007655144,0.4309244155883789,0.012164805084466934,0.029609136283397675,-0.0001531612651888281,0.2725273343864215,0.09314303067147368,0.1681396409994265,0.34058672683047125,0.4554178804188423,0.33992195060460173,0.7960046072493135,0.18289054603242078,0.29631314142736814,118.21664750759727,2.5628960132598877,"Jake McSteen","sa3015087",701151
"Christian Scott","NYM",71.10546112060547,17.162797927856445,11.303854942321777,3.2920703887939453,0.24424849450588226,2.322625160217285,4.469640254974365,0.172817200422287,18.63266944885254,0.741000235080719,0.8941667675971985,0.19051140546798706,0.2413710235103571,0.05774670837820322,0.24072973832130368,0.2897728357619832,0.39253302635862,0.2949411688793991,0.6823058621206032,0.15116200284826287,0.2907310530727588,87.31745805842121,77.4007797241211,"Christian Scott","30107",681035
"Cole Paplham","SDP",2.226583242416382,0.5863389372825623,0.4031323790550232,0.10669570416212082,0.007900787517428398,0.06861007958650589,0.2639673054218292,0.006968478672206402,0.4593772888183594,0.029164409264922142,0.02518807351589203,0.006294420920312405,0.26333573616867906,0.10346799980711179,0.1800633951802991,0.3455812034438853,0.41079374480737535,0.33112861973669433,0.7563749482512607,0.1474580086386963,0.3003444013031246,112.17613896248851,2.5511975288391113,"Cole Paplham","sa3020749",800996
"Shohei Ohtani","LAD",221.7887725830078,49.278961181640625,32.92561721801758,9.558160781860352,0.715942919254303,6.07924222946167,16.290721893310547,0.09382371604442596,70.60980224609375,2.27644681930542,2.383178472518921,0.5913307070732117,0.22218870958942355,0.06694896282382068,0.2901806965050585,0.27950224899497544,0.3539707422654388,0.2777067677122273,0.6334729912604142,0.13178203267601524,0.2929133955517366,75.47842355784542,243.33045959472656,"Shohei Ohtani","19755",660271
"Dylan Tebrake","WSN",2.2317142486572266,0.5491772294044495,0.37039610743522644,0.10249105840921402,0.0075747850351035595,0.06871528923511505,0.24335932731628418,0.007752011995762587,0.5681934356689453,0.022300610318779945,0.0263037271797657,0.00625639408826828,0.2460786499592756,0.09619195134551668,0.22458820839718813,0.3228768467995454,0.39116286362587344,0.3124814896704753,0.7140397104254188,0.14508421366659782,0.2963785074280672,99.36664160604981,2.5299344062805176,"Dylan Tebrake","sa3020477",700188
"Garrett Schoenle","CHW",2.266587257385254,0.6052852869033813,0.3781253397464752,0.12328162789344788,0.00847542006522417,0.09540292620658875,0.2709316909313202,0.027915306389331818,0.45926982164382935,0.0157903041690588,0.030968129634857178,-0.000154429828398861,0.26704698216720824,0.10484472945670649,0.17772752988901333,0.3451670041982247,0.4551894294798089,0.34238098375805076,0.8003564336780336,0.18814244731260066,0.29255117311840334,119.90586073057811,2.584123134613037,"Garrett Schoenle","sa3016937",676881
"Iverson Paulino","SFG",2.038892984390259,0.6087440848350525,0.3932727873325348,0.11707420647144318,0.008776760660111904,0.08962035179138184,0.36944714188575745,0.0010138924699276686,0.2339596450328827,0.024337874725461006,0.029824426397681236,0.005992121994495392,0.2985659813906812,0.14966495525186996,0.09477826686075021,0.40711801551607824,0.49646200029669413,0.39099921611744354,0.9035800158127724,0.19789601890601294,0.2974686857836606,153.3037678975677,2.4684946537017822,"Iverson Paulino","sa3068370",831049
"Alex Young","CIN",2.0954060554504395,0.5666008591651917,0.3746369779109955,0.10951350629329681,0.007528700865805149,0.07492166757583618,0.23667168617248535,0.032519735395908356,0.42855826020240784,0.012399808503687382,0.02372533269226551,-0.0008777896873652935,0.2704014611828504,0.09997430831094417,0.18103059274886066,0.3444267211052744,0.4371165965736673,0.3349697508802726,0.7815433176789417,0.1667151353908169,0.30432256192089957,114.81477338262027,2.3673250675201416,"Alex Young","18333",622065
"Adam Kolarek",,1.944126009941101,0.585944652557373,0.3885725140571594,0.11890522390604019,0.008172263391315937,0.07029468566179276,0.2981751263141632,0.02581842802464962,0.30872735381126404,0.015766199678182602,0.019702140241861343,-0.0013811677927151322,0.301392322082623,0.13098606400342527,0.13562157724492097,0.3950733329084524,0.4794331694161104,0.37639589815616514,0.8745065023245628,0.1780408473334874,0.32537101126181145,143.27213503203055,2.276388168334961,"Adam Kolarek","10843",592473
"Enrique Segura","TEX",2.012810230255127,0.570784866809845,0.3826996088027954,0.10683012753725052,0.008005376905202866,0.07324974238872528,0.26039502024650574,0.0011590630747377872,0.2939382493495941,0.03574294596910477,0.025038758292794228,0.005682804621756077,0.28357609586349186,0.11129563277784832,0.12563236972814204,0.3714343095432116,0.4537809627646986,0.3594084981516459,0.8252152723079103,0.17020486690120673,0.2978073501274308,131.6027760112095,2.339669704437256,"Enrique Segura","sa3019147",800283
"Gabriel Ponce",,2.2487940788269043,0.564933180809021,0.36942628026008606,0.10818102955818176,0.007995312102138996,0.07933056354522705,0.2575976848602295,0.007871536538004875,0.5420671105384827,0.026189591735601425,0.03000781312584877,0.006352858152240515,0.25121605669813996,0.10027383951849683,0.2110079152298429,0.3311964585745735,0.4122638611479268,0.3238376355258018,0.7434603197225003,0.16104780444978684,0.29298985246226933,107.1676554777052,2.568942070007324,"Gabriel Ponce","sa3009985",676362
"Andrew Wantz","TBR",2.362516164779663,0.5832220911979675,0.36913907527923584,0.1151655837893486,0.008462048135697842,0.09045539796352386,0.24739740788936615,0.00894055888056755,0.5906197428703308,0.023020854219794273,0.03472065180540085,0.006661430932581425,0.24686480452181836,0.09250865279485519,0.22084886496228548,0.3199965243351369,0.41763861506155797,0.31937542463411556,0.7376351393966949,0.1707738105397396,0.28713302493411447,104.10237527544636,2.67431640625,"Andrew Wantz","24933",681806
"Estarlin Francisco",,2.3366618156433105,0.6872276067733765,0.4531160593032837,0.12779444456100464,0.00944487750530243,0.09687220305204391,0.5883151888847351,0.009182111360132694,0.2883940637111664,0.030807750299572945,0.03346369042992592,0.007410579361021519,0.29410657638712456,0.1963236994743931,0.09623853091666978,0.4370163838439777,0.48125423440438253,0.4009547470647462,0.9182706182483602,0.18714765801725797,0.29742935520533487,160.14264052292904,2.99665904045105,"Estarlin Francisco","sa3023693",820966
