Name,Team,AB,H,1B,2B,3B,HR,BB,IBB,SO,HBP,SF,SH,AVG,BB%,K%,OBP,SLG,wOBA,OPS,ISO,BABIP,wRC+,TBF,NameASCII,PlayerId,MLBAMID
"Tyler Matzek",,1.5643880367279053,0.35673919320106506,0.24238644540309906,0.06445693224668503,0.006463836412876844,0.04343198984861374,0.18062074482440948,0,0.4429553747177124,0.028159646317362785,0.021119844168424606,0.011752846650779247,0.2280375359729965,0.10000920946700866,0.2452631722770654,0.31517766300755734,0.3607926967468394,0.3001441696593434,0.6759703597543967,0.1327551607738429,0.2850526386301963,90.89161796933335,1.8060411214828491,"Tyler Matzek","10058",554431
"Brooks Raley","NYM",77.0277328491211,17.177322387695312,11.9995698928833,3.0072133541107178,0.3019065856933594,1.8686327934265137,6.588074207305908,0,22.690265655517578,1.6707004308700562,0.9236779808998108,0.5527313947677612,0.2230017910736329,0.07593191271267123,0.26152031943894005,0.2950474690169262,0.3426590210514295,0.283042007135813,0.6377064900683557,0.11965722997779657,0.28671978357202105,79.14342375088832,86.7629165649414,"Brooks Raley","10061",548384
"Ian Krol",,1.4381253719329834,0.3328332304954529,0.23660191893577576,0.055779650807380676,0.005583519581705332,0.03486812487244606,0.1388840675354004,0,0.38785484433174133,0.026387006044387817,0.016754629090428352,0.010946054011583328,0.23143547634382666,0.08514764043239043,0.2377877132429326,0.30744312174544247,0.3507234408273423,0.292314576416415,0.6581665625727848,0.11928796448351564,0.28868195094096255,85.51314130342693,1.6310970783233643,"Ian Krol","10066",571871
"Caleb Thielbar","CHC",57.51771545410156,12.42260456085205,8.468589782714844,2.1703133583068848,0.21779245138168335,1.5659083127975464,4.935619831085205,0,17.996585845947266,0.8145785927772522,0.7395570874214172,0.4138777554035187,0.21597875476756614,0.07661466176210217,0.279357483892094,0.2839169039273895,0.3429591552606977,0.27694496478876657,0.6268760591880872,0.12698040049313156,0.2805726431782971,74.9551091121616,64.42134857177734,"Caleb Thielbar","10078",573204
"Kyle Gibson",,1.9209635257720947,0.5174338817596436,0.34015318751335144,0.10138505697250366,0.009502670727670193,0.0663929432630539,0.2024117112159729,0.003216915065422654,0.39254042506217957,0.01969744637608528,0.021641340106725693,0.007457125931978226,0.2693616379580507,0.09318405430246876,0.1807133987710776,0.3416354452981861,0.43572044729853343,0.3374387475326299,0.7773558925967196,0.16635880934048275,0.3040032374014781,116.51083095175379,2.172171115875244,"Kyle Gibson","10123",502043
"Brad Boxberger",,1.6724462509155273,0.4429214298725128,0.28379008173942566,0.0863838717341423,0.008008976466953754,0.06473849713802338,0.23564526438713074,0.019861413165926933,0.3358915448188782,0.01994139701128006,0.023938370868563652,0.006818466354161501,0.2648344780168867,0.12030145415640184,0.17147911453109632,0.357847524340662,0.44218984182949267,0.3450982198320981,0.8000373661701548,0.17735536381260597,0.29186308782711495,121.77244439164154,1.9587898254394531,"Brad Boxberger","10133",502202
"Ryan Weber",,1.6022422313690186,0.4680418372154236,0.3066292703151703,0.09089596569538116,0.008387851528823376,0.06212874501943588,0.1509878933429718,0.01837971806526184,0.2398422211408615,0.017609627917408943,0.01884877122938633,0.006287773605436087,0.2921167773835984,0.08407009320019507,0.13354420303654496,0.35572634566775485,0.47564576781812723,0.35490882414971314,0.831372113485882,0.1835289904345288,0.30771505320473763,128.5117608239979,1.7959762811660767,"Ryan Weber","10160",543901
"Shelby Miller","CHC",1.6682833433151245,0.40065640211105347,0.25676408410072327,0.07955220341682434,0.007388813886791468,0.05695129185914993,0.19827325642108917,0.02299380861222744,0.46114763617515564,0.022856315597891808,0.021845102310180664,0.006661322899162769,0.2401608837710327,0.10337934779460384,0.24044161439283313,0.3253281181242156,0.3991169142216716,0.3133119156625374,0.7244450323458872,0.1589560304506389,0.2932563600943756,99.93709612169178,1.917919397354126,"Shelby Miller","10197",571946
"Aroldis Chapman","BOS",48.90392303466797,8.52573013305664,5.957416534423828,1.4934782981872559,0.14873510599136353,0.9261005520820618,5.315057277679443,0,21.937841415405273,0.8763645887374878,0.4826687276363373,0.4030497968196869,0.1743363232232464,0.09494384194996967,0.39187968054732164,0.2648016911469491,0.26776953349565946,0.24393433273895732,0.5325712246426086,0.09343321027241305,0.2865335718627816,52.278718564404734,55.98106384277344,"Aroldis Chapman","10233",547973
"Ryan Tepera",,1.457662582397461,0.3940068483352661,0.25321510434150696,0.07828529924154282,0.007186779752373695,0.05531966686248779,0.18294450640678406,0.01950964704155922,0.2910687029361725,0.01834994927048683,0.019876904785633087,0.005935141816735268,0.27030044750632987,0.10858729159483352,0.17276475112940637,0.354592130177136,0.44772001244504306,0.3446030532938508,0.8023121426221791,0.1774195649387132,0.2994181557773875,121.4322936853317,1.6847690343856812,"Ryan Tepera","10291",572193
"Zack Wheeler","PHI",249.88949584960938,57.22148513793945,37.153106689453125,11.635647773742676,1.0937578678131104,7.338972091674805,20.358266830444336,0.285151869058609,76.37814331054688,3.192415237426758,2.738284111022949,0.9477515816688538,0.22898715667655345,0.0734620736312548,0.2756077830411,0.29246367226664594,0.3724108686148382,0.29077402234867256,0.6648745408814841,0.14342371193828474,0.29531890823278883,84.45486996686628,277.126220703125,"Zack Wheeler","10310",554430
"Erasmo Ramírez","COL",1.6286370754241943,0.46248310804367065,0.30105865001678467,0.08988846838474274,0.008308195509016514,0.06322778016328812,0.16042186319828033,0.018090978264808655,0.2721400260925293,0.01870853453874588,0.02109650708734989,0.006412845104932785,0.2839694091596266,0.08741017700267553,0.1482828298837245,0.3508262575620806,0.46583201709863375,0.34908085722799753,0.8166582746607143,0.18186260793900716,0.30376272350741906,124.50828540381139,1.83527672290802,"Erasmo Ramirez","10314",541640
"Michael Tonkin","MIN",1.589679479598999,0.4247123897075653,0.2673704922199249,0.08877234905958176,0.008206596598029137,0.06036292761564255,0.1861478090286255,0.017101548612117767,0.35690099000930786,0.025996411219239235,0.020483214408159256,0.006388362962752581,0.26716856772580355,0.10179269419245776,0.19516702088831003,0.3494782382559215,0.4472515999106275,0.3427432856203824,0.7967298381665491,0.18008303218482397,0.30543200253496133,120.15474110687674,1.8286951780319214,"Michael Tonkin","10315",543859
"Edwin Escobar",,1.6030887365341187,0.39903590083122253,0.27447929978370667,0.07259371876716614,0.007281212136149406,0.04468165338039398,0.1903354674577713,0,0.37345361709594727,0.03094717115163803,0.01999533735215664,0.012038114480674267,0.2489169137910226,0.10252906970957357,0.20117034650422122,0.3363314547144774,0.3869012195725464,0.31968850647761,0.7232326742870239,0.13798430578152382,0.2940824095165097,104.31744435215413,1.8564049005508423,"Edwin Escobar","10337",546276
"Juan Minaya",,1.5128778219223022,0.39627575874328613,0.26247820258140564,0.0761435329914093,0.007011518348008394,0.05064252018928528,0.20539921522140503,0.01773085445165634,0.32698920369148254,0.02214883454144001,0.01846456341445446,0.006195544730871916,0.2619350703679216,0.11636782724260929,0.1852539851447468,0.35466894131515675,0.42195734190501977,0.3371288504937339,0.7766262832201765,0.1600222715370982,0.29958398591706686,116.29794965117779,1.7650859355926514,"Juan Minaya","10341",573668
