Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Juan Soto","NYM",62.099998474121094,277.77166748046875,217.6938934326172,61.90370178222656,34.442901611328125,10.105899810791016,1.1439000368118286,16.211000442504883,47.11989974975586,43.11410140991211,56.0265007019043,6.111000061035156,44.34429931640625,1.3889000415802002,2.022900104522705,0.6394000053405762,,9.959699630737305,2.9749999046325684,0.28436122302800204,0.2016998393324033,0.1596429892171212,1.2634431384774623,0.43054940922846513,0.5646938514213116,0.4184341911068706,0.9952432606497768,0.2803326283933095,,0.2870838935665471,,,56.58639689178133,23.765533549737277,172.15000527313427,,,,,,4.650000095367432,,,,,,,500.01721216440194,8.051807157012636,500.01721216440194,8.051807157012636,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Yordan Alvarez","HOU",59,266.0067443847656,218.5251007080078,65.40299987792969,36.69419860839844,13.227700233459473,0.43540000915527344,15.045700073242188,44.128700256347656,40.73540115356445,40.672401428222656,8.246199607849121,42.56869888305664,3.9900999069213867,1.8980000019073486,0.9211000204086304,,1.4918999671936035,0.43560001254081726,0.29929284858365474,0.15289988801709492,0.1600286450687999,0.9554532437074614,0.4152073909859684,0.5703628507294155,0.41110340599957734,0.985570241715384,0.27107000214576077,,0.30930349092086507,,,52.60645393418494,21.175706929981146,167.1141808798348,,,,,,33.38999938964844,,,,,,,465.60582393407816,7.891624134475901,465.60582393407816,7.891624134475901,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Shohei Ohtani","LAD",62.459999084472656,289.5572204589844,235.5469970703125,65.43250274658203,34.1327018737793,11.68529987335205,2.9881999492645264,16.626300811767578,52.551998138427734,40.25320053100586,48.15340042114258,9.555399894714355,66.56559753417969,2.316499948501587,1.7882000207901,1.7520999908447266,,9.74940013885498,2.467900037765503,0.2777895857744684,0.16630011969590475,0.22988754149754892,0.7233977039929232,0.40271143262858267,0.5645289745538715,0.4015113143624885,0.9672404071824542,0.28673938877940314,,0.31662876253547423,,,55.008848177702426,20.79543091816613,160.52496999152783,,,,,,1.2699999809265137,,,,,,,501.1057965517044,8.022827471931192,501.1057965517044,8.022827471931192,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Aaron Judge","NYY",31.440000534057617,140.6016845703125,116.50189971923828,31.769100189208984,17.582300186157227,5.514400005340576,0.24819999933242798,8.424200057983398,22.044599533081055,21.877399444580078,21.18869972229004,1.1247999668121338,36.29029846191406,1.5465999841690063,1.0264999866485596,0.33809998631477356,,2.4172000885009766,0.6620000004768372,0.272691692288026,0.15070018390635948,0.258107138423124,0.5838667803883496,0.38858521573309224,0.5412143542613599,0.3950451010940496,0.9297995699944521,0.2685226619733339,,0.32061048441279694,,,25.97275767803352,9.359585007109885,156.08305633113625,,,,,,1.850000023841858,,,,,,,228.94402118325232,7.281934392311698,228.94402118325232,7.281934392311698,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Nick Kurtz","ATH",64.87000274658203,290.27227783203125,236.0487060546875,63.20909881591797,33.76900100708008,12.354000091552734,1.0542000532150269,16.03190040588379,45.68050003051758,42.245399475097656,49.28820037841797,4.934599876403809,79.05269622802734,2.031899929046631,2.0532000064849854,0.8503000140190125,,3.828399896621704,1.0860999822616577,0.2677798996333992,0.16979988838940743,0.2723398073644908,0.6234853803878649,0.39571696900444614,0.5328019165003521,0.39276137626813906,0.9285188855047983,0.2650220168669529,,0.3298705492290674,,,53.08256331281048,18.784656513590857,154.5142697663163,,,,,,19.8700008392334,,,,,,,468.6508324742317,7.224461424875224,468.6508324742317,7.224461424875224,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Bryce Harper","PHI",61.34000015258789,271.6358947753906,229.40069580078125,63.316001892089844,35.394901275634766,14.903800010681152,0.6022999882698059,12.41510009765625,38.597900390625,39.80730056762695,38.02899932861328,3.8029000759124756,53.47330093383789,1.9014999866485596,2.04229998588562,0.2624000012874603,,5.166900157928467,1.5260000228881836,0.2760061458012117,0.1399999045047363,0.19685653465663555,0.7111773289564876,0.3804590465571149,0.5085852126348875,0.3781442926022394,0.8890442591920025,0.23257906683367585,,0.3074568958337123,,,46.45080923924701,14.354934731657695,144.47318065972058,,,,,,47.900001525878906,,,,,,,413.86079385876656,6.746996948634766,413.86079385876656,6.746996948634766,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Vladimir Guerrero Jr.","TOR",69.66999816894531,309.2191162109375,270.0282897949219,79.02770233154297,51.198699951171875,15.235899925231934,0.2644999921321869,12.32859992980957,41.84120178222656,43.396400451660156,32.746299743652344,0.9276999831199646,40.58530044555664,3.710599899291992,2.3069000244140625,0.4269999861717224,,3.173099994659424,1.080399990081787,0.2926645293038076,0.10589998491980057,0.13125094251246386,0.8068512339234752,0.3739882138029771,0.4880170133186867,0.3718256101381587,0.8620052271216638,0.1953524840148791,,0.3039773513807799,,,51.291341901692,14.754720121789179,140.13261210936517,,,,,,18.049999237060547,,,,,,,446.4819112867117,6.408524802943463,446.4819112867117,6.408524802943463,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"James Wood","WSN",63.540000915527344,292.93048095703125,241.65780639648438,61.78559875488281,33.510101318359375,13.887299537658691,0.48989999294281006,13.898300170898438,45.229000091552734,34.78990173339844,45.43349838256836,5.27269983291626,85.6677017211914,2.343400001525879,1.8508000373840332,1.6449999809265137,,9.264900207519531,2.4925999641418457,0.25567392039267334,0.15509993440809872,0.2924506232376604,0.5303457133755415,0.37613439504120727,0.48973216640859424,0.36890427603320197,0.8658665614498016,0.2340582460159209,,0.3326832853721592,,,47.89469865138526,13.282704665764049,138.12582493290265,,,,,,37.790000915527344,,,,,,,432.0058925032616,6.79895949447007,432.0058925032616,6.79895949447007,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Matt Olson","ATL",62.27000045776367,274.16339111328125,232.74169921875,60.340301513671875,32.63359832763672,13.508199691772461,0.49300000071525574,13.705499649047852,38.43239974975586,41.01380157470703,36.9297981262207,1.919100046157837,62.467899322509766,2.1933000087738037,1.9918999671936035,0.3066999912261963,,0.9150999784469604,0.2732999920845032,0.2592586619252919,0.13469996112997348,0.22784916348185497,0.5911804066847077,0.36319506012337266,0.49819605467664146,0.3684879404534069,0.8613911148000142,0.23893739275134956,,0.29411417115751665,,,44.73356921030992,12.339051530593423,137.83982652511347,,,,,,48.0099983215332,,,,,,,394.32230945527556,6.332460359025297,394.32230945527556,6.332460359025297,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Freddie Freeman","LAD",65.18000030517578,287.9571228027344,247.4152069091797,70.92839813232422,44.17959976196289,15.821700096130371,1.1689000129699707,9.758099555969238,39.91669845581055,39.64550018310547,34.29570007324219,3.4554998874664307,49.260398864746094,3.7434000968933105,2.1152000427246094,0.38749998807907104,,3.1231000423431396,0.7807999849319458,0.2866776016656097,0.11910002343208759,0.17106852015080048,0.696212390959473,0.37892577482568657,0.478394597064757,0.3680020172519297,0.8573203718904436,0.19171699539914733,,0.32108385794865263,,,46.8706024902553,12.846249101005194,137.50602545531615,,,,,,67.87999725341797,,,,,,,411.9205694437027,6.319738685410732,411.9205694437027,6.319738685410732,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
